IMDB Data Dump ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Current IMDB data is available at https://www.imdb.com/interfaces/,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
DATA BEGINS BELOW:,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
director name,num_critic_for_reviews,duration,director_facebook likes,actor_3 facebook_likes,actor_2_name,actor_1 facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie facebook_likes
Fernando Meirelles,214.0,135.0,353,40,Seu Jorge,1000,7563397,Crime,Alice Braga,City of God,533200,1211,Alexandre Rodrigues,0,749,Portuguese,Brazil,R,3300000,2002,69,8.7,1.85,28000
Justin Kerrigan,47.0,99.0,8,78,John Simm,798,104257,Comedy,Danny Dyer,Human Traffic,19194,1430,Shaun Parkes,2,160,English,UK,R,2200000,1999,472,7.1,1.85,0
Thomas Vinterberg,349.0,115.0,346,26,Alexandra Rapaport,74,610968,Drama,Thomas Bo Larsen,The Hunt,170155,216,Hana Shuan,1,249,Danish,Denmark,R,3800000,2012,69,8.3,2.35,60000
Alejandro Monteverde,60.0,91.0,38,377,Ramon Rodriguez,625,8108247,Drama,Armando Riesco,Bella,9607,2747,Eduardo Ver�stegui,0,174,English,USA,PG-13,3300000,2006,464,7.4,1.85,0
Joshua Marston,155.0,101.0,13,6,Wilson Guerrero,280,6517198,Crime,Catalina Sandino Moreno,Maria Full of Grace,30474,308,Yenny Paola Vega,0,172,Spanish,Colombia,R,3000000,2004,11,7.5,1.85,0
Mike Mills,261.0,105.0,101,157,Lou Taylor Pucci,1000,5776314,Comedy,Goran Visnjic,Beginners,73349,2016,Mary Page Keller,4,142,English,USA,R,3200000,2010,394,7.2,1.85,15000
John Landis,94.0,109.0,644,559,Karen Allen,1000,141600000,Comedy,John Belushi,Animal House,90177,3468,Tim Matheson,6,257,English,USA,R,3000000,1978,784,7.6,1.85,0
Guy Hamilton,164.0,110.0,82,177,Gert Fr�be,387,51100000,Action,Honor Blackman,Goldfinger,139432,1198,Lois Maxwell,2,418,English,UK,Approved,3000000,1964,202,7.8,1.37,0
Tod Williams,264.0,98.0,21,189,Molly Ephraim,438,84749884,Horror,Sprague Grayden,Paranormal Activity 2,82133,1081,Micah Sloat,0,359,English,USA,R,3000000,2010,332,5.7,1.85,14000
Kirk Jones,94.0,91.0,52,482,David Kelly,773,24788807,Comedy,James Nesbitt,Waking Ned Devine,21245,1965,Fionnula Flanagan,0,213,English,UK,PG,3000000,1998,588,7.4,2.35,0
Michael Moore,215.0,120.0,909,184,Dick Clark,909,21244913,Crime,Michael Moore,Bowling for Columbine,123090,1779,Bill Clinton,2,888,English,Germany,R,4000000,2002,504,8.0,1.85,4000
Jack Sholder,138.0,87.0,28,217,Robert Rusler,426,30000000,Fantasy,Clu Gulager,A Nightmare on Elm Street 2: Freddy's Revenge,43485,1472,Marshall Bell,0,327,English,USA,R,2200000,1985,359,5.4,1.85,0
James Ivory,55.0,117.0,133,249,Rupert Graves,687,20966644,Drama,Julian Sands,A Room with a View,29610,1665,Denholm Elliott,0,94,English,UK,Unrated,3000000,1985,443,7.4,1.66,0
James DeMonaco,361.0,85.0,65,535,Adelaide Kane,942,64423650,Horror,Rhys Wakefield,The Purge,139329,3708,Chris Mulkey,0,578,English,USA,R,3000000,2013,810,5.7,2.35,31000
Scott Derrickson,411.0,110.0,301,412,Victoria Leigh,1000,48056940,Horror,Danielle Kotch,Sinister,155153,2239,James Ransone,0,524,English,USA,R,3000000,2012,419,6.8,2.35,58000
David Raynr,24.0,113.0,9,12,Mikki Padilla,71,19184015,Biography,Nancy O'Dell,Martin Lawrence Live: Runteldat,1466,159,Dayna Devon,1,35,English,USA,R,3000000,2002,65,5.4,1.85,63
Charles Martin Smith,35.0,98.0,188,693,Bill Cobbs,2000,24629916,Comedy,Kevin Zegers,Air Bud,12942,4277,Michael Jeter,0,34,English,USA,PG,3000000,1997,970,5.1,1.85,902
Tom McLoughlin,158.0,86.0,41,155,Ron Palillo,956,19472057,Horror,Tony Goldwyn,Jason Lives: Friday the 13th Part VI,25332,1862,Vincent Guastaferro,0,307,English,USA,R,3000000,1986,316,5.9,1.85,0
David Lean,122.0,161.0,767,87,Sessue Hayakawa,682,27200000,Adventure,William Holden,The Bridge on the River Kwai,149444,1035,Jack Hawkins,2,273,English,UK,PG,3000000,1957,119,8.2,2.35,0
Patrick Read Johnson,16.0,100.0,32,175,Royal Dano,610,15369573,Adventure,Ariana Richards,Spaced Invaders,2580,1441,Tonya Lee Williams,1,54,English,USA,PG,3000000,1990,232,5.3,1.85,710
Adam Marcus,112.0,91.0,18,307,Leslie Jordan,935,15935068,Fantasy,Kane Hodder,Jason Goes to Hell: The Final Friday,19331,2899,Erin Gray,0,317,English,USA,R,2500000,1993,805,4.3,1.85,949
Michel Gondry,114.0,100.0,1000,220,Dave Chappelle,988,11694528,Comedy,Common,Dave Chappelle's Block Party,7721,2165,Lauryn Hill,0,72,English,USA,R,3000000,2005,744,7.2,1.85,635
Benny Boom,49.0,84.0,23,706,Donald Faison,1000,10017041,Action,Omari Hardwick,Next Day Air,8265,4815,Mike Epps,3,20,English,USA,R,3000000,2009,927,5.9,1.85,545
Nnegest Likk�,37.0,99.0,18,233,Jimmy Jean-Louis,940,7059537,Comedy,Mo'Nique,Phat Girlz,8279,2321,Joyful Drake,0,101,English,USA,PG-13,3000000,2006,407,3.0,1.85,837
Christopher Leitch,29.0,95.0,4,152,Robert Neary,641,7888703,Comedy,John Astin,Teen Wolf Too,8465,1389,Kim Darby,1,65,English,USA,PG,3000000,1987,168,3.2,1.85,491
Don Coscarelli,81.0,97.0,152,135,A. Michael Baldwin,674,7282851,Action,Angus Scrimm,Phantasm II,9502,1395,James Le Gros,1,100,English,USA,R,3000000,1988,174,6.5,1.85,812
Patricia Cardoso,75.0,90.0,15,453,Lupe Ontiveros,953,5844929,Comedy,America Ferrera,Real Women Have Curves,6000,2510,George Lopez,1,109,English,USA,PG-13,3000000,2002,625,7.0,1.85,595
Damien O'Donnell,82.0,96.0,70,163,Jimi Mistry,884,4170647,Comedy,Archie Panjabi,East Is East,14548,1616,Om Puri,0,161,English,UK,R,1900000,1999,183,6.9,1.85,1000
Mira Nair,33.0,109.0,300,200,Sarita Choudhury,729,4109095,Crime,Indira Varma,Kama Sutra: A Tale of Love,8239,1292,Rekha,0,92,English,USA,R,3000000,1996,257,6.0,1.85,0
Anthony Hickox,22.0,98.0,16,222,Zach Galligan,687,3902679,Fantasy,Julian Sands,Warlock: The Armageddon,3943,1806,Paula Marshall,0,49,English,USA,R,3000000,1993,233,5.3,1.66,217
Tom Schulman,30.0,95.0,45,257,George Hamilton,579,3559990,Comedy,Kristy Swanson,8 Heads in a Duffel Bag,8005,1363,Dyan Cannon,0,49,English,USA,R,3000000,1997,341,5.3,1.85,417
Jill Sprecher,79.0,104.0,11,194,Rob McElhenney,11000,3287435,Drama,Matthew McConaughey,Thirteen Conversations About One Thing,8603,12250,Amy Irving,2,115,English,USA,R,4500000,2001,813,7.1,1.85,430
Darren Stein,49.0,87.0,18,844,Judy Greer,3000,3071947,Comedy,Julie Benz,Jawbreaker,18711,9555,Jeff Conaway,3,183,English,USA,R,3500000,1999,2000,5.4,1.85,0
Julian Schnabel,42.0,108.0,232,353,Michael Wincott,10000,2961991,Biography,Gary Oldman,Basquiat,15885,11459,Courtney Love,4,78,English,USA,R,3300000,1996,720,6.9,1.85,0
Gavin Hood,152.0,94.0,151,29,Nambitha Mpumlwana,113,2912363,Crime,Terry Pheto,Tsotsi,25063,278,Rapulana Seiphemo,1,177,Zulu,UK,R,3000000,2005,64,7.3,2.35,0
George Gallo,23.0,89.0,269,24,Joe Howard,489,2223990,Comedy,Eddie Griffin,DysFunktional Family,761,539,Robert Noble,1,14,English,USA,R,3000000,2003,26,6.6,1.85,26
David Nixon,19.0,110.0,13,221,Michael Bolten,439,2848578,Drama,Robyn Lively,Letters to God,3942,1567,Christopher Schmidt,0,65,English,USA,PG,3500000,2010,399,6.3,1.78,0
Jason Eisener,272.0,86.0,59,104,Robb Wells,694,703002,Action,Gregory Smith,Hobo with a Shotgun,37495,1249,Molly Dunsworth,4,230,English,Canada,Not Rated,3000000,2011,324,6.1,2.35,37000
Leslye Headland,156.0,87.0,21,416,Adam Scott,4000,418268,Comedy,Kirsten Dunst,Bachelorette,37156,8353,Andrew Rannells,3,129,English,USA,R,3000000,2012,3000,5.3,2.35,0
Tim Heidecker,82.0,93.0,78,197,William Atherton,536,200803,Comedy,Michael Gross,Tim and Eric's Billion Dollar Movie,7988,1467,Bob Ross,3,71,English,USA,R,3000000,2012,317,5.3,1.78,0
Marco Kreuzpaintner,40.0,98.0,7,17,Kostja Ullmann,289,95016,Comedy,Alicja Bachleda,Summer Storm,11074,362,Robert Stadlober,0,56,German,Germany,R,2700000,2004,38,7.4,1.85,442
Deon Taylor,63.0,88.0,26,236,Betsy Russell,487,143000,Horror,Matt Cohen,Chain Letter,4122,1495,Noah Segan,0,48,English,USA,R,5000000,2009,298,4.1,2.35,0
Jason Alexander,20.0,97.0,700,56,Patti LuPone,600,39852,Comedy,Gretchen Mol,Just Looking,1238,1030,Peter Onorati,1,25,English,USA,R,3000000,1999,325,6.7,1.85,117
Xavier Gens,174.0,122.0,87,605,Lauren German,2000,22000,Drama,Michael Biehn,The Divide,30511,4920,Rosanna Arquette,4,226,English,Germany,R,3000000,2011,683,5.8,2.35,0
Walter Salles,71.0,113.0,179,11,Matheus Nachtergaele,119,5595428,Drama,Fernanda Montenegro,Central Station,28951,167,Othon Bastos,0,257,Portuguese,Brazil,R,2900000,1998,14,8.0,2.35,0
Susan Seidelman,35.0,105.0,39,183,Michael Nouri,257,3123749,Comedy,Dyan Cannon,Boynton Beach Club,746,1231,Brenda Vaccaro,8,27,English,USA,R,1500000,2005,225,6.5,1.85,88
Alexandre Aja,251.0,89.0,192,142,Ma�wenn,447,3645438,Horror,C�cile De France,High Tension,55040,923,Oana Pellea,1,539,French,France,Unrated,2200000,2003,236,6.8,2.35,0
Craig Brewer,159.0,116.0,153,165,Paula Jai Parker,275,22201636,Crime,Isaac Hayes,Hustle & Flow,33567,727,Elise Neal,1,206,English,USA,R,8000000,2005,247,7.4,1.85,0
John Carl Buechler,110.0,88.0,152,181,Terry Kiser,935,19170001,Horror,Kane Hodder,Friday the 13th Part VII: The New Blood,21359,1855,William Butler,0,270,English,USA,R,2800000,1988,448,5.3,1.85,0
Victor Fleming,213.0,102.0,149,357,Terry,695,22202612,Adventure,Margaret Hamilton,The Wizard of Oz,291875,2509,Billie Burke,3,533,English,USA,Passed,2800000,1939,421,8.1,1.37,14000
Victor Nunez,61.0,113.0,9,42,Patricia Richardson,402,9054736,Drama,Peter Fonda,Ulee's Gold,5744,787,Vanessa Zima,1,57,English,USA,R,2700000,1997,222,7.1,1.66,381
Joseph Zito,166.0,97.0,17,74,Tom Everett,158,32600000,Horror,Judie Aronson,Friday the 13th: The Final Chapter,29488,467,Kimberly Beck,0,326,English,USA,R,1800000,1984,84,5.9,1.85,0
James Ivory,29.0,140.0,133,239,Denholm Elliott,443,3130592,Drama,Rupert Graves,Maurice,10755,1269,Simon Callow,1,69,English,UK,R,2600000,1987,249,7.8,1.66,963
Nacho Vigalondo,173.0,66.0,76,36,Nacho Vigalondo,123,38108,Horror,Karra Elejalde,Timecrimes,40878,239,B�rbara Goenaga,0,124,Spanish,Spain,R,2600000,2007,76,7.2,1.85,0
Michael Tiddes,129.0,86.0,89,555,Alanna Ubach,713,40041683,Comedy,Essence Atkins,A Haunted House,34620,3421,J.B. Smoove,6,107,English,USA,R,2500000,2013,584,5.1,1.85,0
Dinesh D'Souza,30.0,87.0,67,67,Zackary Steven Graham,871,33349949,Documentary,Barack Obama,2016: Obama's America,9010,1111,Dinesh D'Souza,0,199,English,USA,PG,2500000,2012,118,5.1,1.85,0
Tom Hanks,75.0,149.0,15000,982,Charlize Theron,15000,25809813,Comedy,Tom Hanks,That Thing You Do!,50311,28713,Ethan Embry,6,212,English,USA,PG,26000000,1996,9000,6.9,1.37,0
Tommy Lee Wallace,162.0,98.0,24,67,Dan O'Herlihy,381,14400000,Horror,Tom Atkins,Halloween III: Season of the Witch,28589,684,Nancy Kyes,0,532,English,USA,R,2500000,1982,128,4.6,2.35,0
Leslie Small,26.0,75.0,15,36,La'Princess Jackson,1000,32230907,Comedy,David Jason Perez,Kevin Hart: Let Me Explain,6062,1385,Dana Hanna,0,30,English,USA,R,2500000,2013,309,6.7,1.85,0
Gus Van Sant,63.0,104.0,835,535,Udo Kier,18000,6401336,Drama,Keanu Reeves,My Own Private Idaho,36996,19923,Flea,2,153,English,USA,R,2500000,1991,595,7.1,1.78,0
Alison Maclean,74.0,107.0,7,442,Samantha Morton,745,1282084,Drama,Billy Crudup,Jesus' Son,6221,2125,Mark Webber,1,87,English,USA,R,2500000,1999,632,7.0,2.35,500
Jake Schreier,252.0,89.0,14,215,Joshua Ormond,903,3325638,Comedy,Frank Langella,Robot & Frank,52509,1980,Ana Gasteyer,3,84,English,USA,PG-13,2500000,2012,291,7.1,2.35,13000
Isabel Coixet,72.0,106.0,148,471,Julian Richings,900,395592,Drama,Sarah Polley,My Life Without Me,21202,2972,Amanda Plummer,1,134,English,Spain,R,2000000,2003,648,7.6,1.85,0
James Ponsoldt,220.0,95.0,53,478,Jennifer Jason Leigh,8000,6851969,Comedy,Shailene Woodley,The Spectacular Now,105591,10040,Dayo Okeniyi,1,178,English,USA,R,2500000,2013,1000,7.1,2.35,10000
Joshua Tickell,14.0,112.0,9,125,Sheryl Crow,860,173783,Documentary,Larry David,Fuel,578,1252,George W. Bush,0,34,English,USA,Not Rated,2500000,2008,130,7.6,1.85,588
James Dodson,22.0,106.0,8,315,Anupam Kher,611,115504,Comedy,Larry Miller,The Other End of the Line,4820,1739,Shriya Saran,2,26,English,UK,PG-13,14000000,2008,397,6.2,2.35,0
Stefan Ruzowitzky,62.0,103.0,24,10,R�diger Vogler,127,5725,Horror,Benno F�rmann,Anatomy,10220,163,Sebastian Blomberg,0,110,German,Germany,R,8400000,2000,10,6.1,2.35,560
Alex Rivera,47.0,90.0,8,35,Jacob Vargas,427,75727,Drama,Leonor Varela,Sleep Dealer,5699,862,Tenoch Huerta,0,40,Spanish,USA,PG-13,2500000,2008,399,5.9,1.85,0
James Gunn,238.0,96.0,571,370,Rainn Wilson,2000,322157,Comedy,Linda Cardellini,Super,61787,4590,Paul T. Taylor,0,203,English,USA,R,2500000,2010,973,6.8,1.85,19000
Robby Henson,25.0,101.0,9,201,Max Ryan,973,978908,Drama,Marc Blucas,Thr3e,4057,2306,Justine Waddell,0,90,English,Poland,PG-13,2400000,2006,872,5.1,2.35,250
Shane Meadows,172.0,101.0,222,698,Joseph Gilgun,1000,327919,Crime,Stephen Graham,This Is England,99177,3282,Jack O'Connell,0,192,English,UK,Unrated,1500000,2006,788,7.7,1.85,11000
Carmen Marron,8.0,105.0,29,76,Aimee Garcia,847,178739,Drama,Jossara Jinaro,Go for It!,1015,1668,Rene Rosado,0,10,English,USA,PG-13,2450000,2011,618,3.9,1.85,566
Steve Miner,235.0,91.0,49,20,Dana Kimmell,72,36200000,Horror,Richard Brooker,Friday the 13th Part III,31952,174,Catherine Parks,0,372,English,USA,R,4000000,1982,31,5.7,2.35,0
Danny Steinmann,160.0,92.0,13,17,Melanie Kinnaman,42,21300000,Horror,Tiffany Helm,Friday the 13th: A New Beginning,22521,170,Dominick Brascia,0,342,English,USA,R,2200000,1985,27,4.7,1.85,1000
Michael Landon Jr.,18.0,117.0,84,275,Louise Fletcher,861,379643,Drama,Henry Thomas,The Last Sin Eater,1573,2161,A.J. Buckley,0,29,English,USA,PG-13,2200000,2007,425,5.9,1.85,285
William Wyler,97.0,172.0,355,188,Teresa Wright,749,23650000,Drama,Myrna Loy,The Best Years of Our Lives,40359,1941,Dana Andrews,5,235,English,USA,Not Rated,2100000,1946,208,8.1,1.37,0
Petter N�ss,67.0,89.0,16,14,Per Christian Ellefsen,117,313436,Comedy,J�rgen Langhelle,Elling,12244,155,Sven Nordin,0,95,Norwegian,Norway,R,15500000,2001,21,7.6,1.85,0
Robert Fontaine,4.0,125.0,7,17,Arturo Castro,128,3330,Crime,Michael Derek,Mi America,22,214,Brad Lee Wind,0,1,English,USA,R,2100000,2015,22,7.2,2.35,305
Terence Young,167.0,115.0,92,177,Daniela Bianchi,559,24800000,Action,Robert Shaw,From Russia with Love,89403,1456,Lois Maxwell,0,358,English,UK,Approved,2000000,1963,201,7.5,1.37,0
Michael Herz,49.0,96.0,6,14,Jessica Dublin,40,792966,Action,Phoebe Legere,The Toxic Avenger Part II,4663,99,Lisa Gaye,2,40,English,USA,R,2300000,1989,30,5.1,1.33,321
David Robert Mitchell,533.0,100.0,421,159,Ruby Harris,314,14673301,Horror,Maika Monroe,It Follows,112899,1062,Jake Weary,0,631,English,USA,R,2000000,2014,189,6.9,2.35,45000
George Miller,177.0,87.0,750,41,Bruce Spence,745,9003011,Action,Vernon Wells,Mad Max 2: The Road Warrior,133966,1396,Kjell Nilsson,0,294,English,Australia,R,2000000,1981,531,7.6,2.35,0
Chia-Liang Liu,77.0,102.0,32,75,Anita Mui,483,11546543,Action,Andy Lau,The Legend of Drunken Master,34520,768,Ho-Sung Pak,1,146,Cantonese,Hong Kong,R,2000000,1994,147,7.6,2.35,0
Kimberly Peirce,123.0,118.0,108,103,Brendan Sexton III,173,11533945,Biography,Alicia Goranson,Boys Don't Cry,77551,563,Jeannetta Arnette,0,434,English,USA,R,2000000,1999,148,7.6,1.85,0
Chris Kentis,218.0,86.0,9,32,Julia Taylor Ross,120,12555230,Drama,Eric Sheffer Stevens,Silent House,18566,218,Adam Trese,0,154,English,France,R,2000000,2011,44,5.3,1.85,0
Florian Henckel von Donnersmarck,215.0,137.0,207,155,Ulrich M�he,380,11284657,Drama,Sebastian Koch,The Lives of Others,259379,927,Martina Gedeck,3,407,German,Germany,R,2000000,2006,284,8.5,2.35,39000
Alex Kendrick,34.0,129.0,589,341,Alex Kendrick,690,34522221,Drama,Ben Davies,Courageous,15401,2300,T.C. Stallings,7,175,English,USA,PG-13,2000000,2011,589,7.0,2.35,10000
Chris Eyre,56.0,89.0,149,580,Irene Bedard,912,6719300,Comedy,Michael Greyeyes,Smoke Signals,8224,3163,Gary Farmer,3,132,English,Canada,PG-13,2000000,1998,752,7.2,1.85,0
Catherine Hardwicke,126.0,100.0,308,374,Sarah Clarke,1000,4599680,Drama,Holly Hunter,Thirteen,68222,2186,Kip Pardue,2,545,English,USA,R,1500000,2003,482,6.8,1.85,0
Debra Granik,365.0,100.0,81,179,Shelley Waggener,34000,6531491,Drama,Jennifer Lawrence,Winter's Bone,111658,34446,Lauren Sweetser,2,297,English,USA,R,2000000,2010,248,7.2,1.85,20000
Miranda July,151.0,91.0,244,244,Brad William Henke,538,3885134,Comedy,Najarra Townsend,Me and You and Everyone We Know,31130,1349,Miranda July,0,243,English,USA,R,2000000,2005,363,7.4,1.85,0
Max Joseph,158.0,96.0,31,328,Emily Ratajkowski,804,3590010,Drama,Vanessa Lengies,We Are Your Friends,20885,3013,Jonny Weston,0,60,English,UK,R,2000000,2015,625,6.1,1.85,0
David Ayer,118.0,116.0,452,2000,Christian Bale,24000,3335839,Action,J.K. Simmons,Harsh Times,54657,50313,Noel Gugliemi,2,222,English,USA,R,2000000,2005,23000,7.0,1.85,0
Jerry Jameson,39.0,97.0,5,349,Leonor Varela,1000,2557668,Crime,David Oyelowo,Captive,3911,2739,Sydelle Noel,1,22,English,USA,PG-13,2000000,2015,427,5.3,1.85,0
Kevin Tenney,65.0,98.0,85,186,Tawny Kitaen,265,7369373,Horror,Kathleen Wilhoite,Witchboard,4288,901,Rose Marie,1,74,English,UK,R,2000000,1986,194,5.7,1.85,0
John Cameron Mitchell,160.0,101.0,263,37,Peter Stickles,71,1984378,Comedy,Sook-Yin Lee,Shortbus,27346,226,Raphael Barker,3,206,English,USA,Unrated,2000000,2006,51,6.5,1.78,0
Marielle Heller,168.0,102.0,22,80,David Fine,10000,1477002,Drama,Alexander Skarsg�rd,The Diary of a Teenage Girl,16645,11184,Austin Lyon,3,72,English,USA,R,2000000,2015,1000,6.9,2.35,0
David Sington,107.0,100.0,90,65,Buzz Aldrin,168,1134049,Documentary,John F. Kennedy,In the Shadow of the Moon,5475,408,Neil Armstrong,0,44,English,UK,PG,2000000,2007,142,8.1,1.85,0
Fenton Bailey,123.0,89.0,13,218,Bill Maher,373,653621,Biography,Hugh M. Hefner,Inside Deep Throat,5615,1136,Linda Lovelace,0,64,English,USA,NC-17,2000000,2005,334,6.8,1.85,592
Huck Botko,46.0,86.0,10,126,Krysta Rodriguez,189,535249,Comedy,Matt Bennett,The Virginity Hit,3467,768,Zack Pearlman,0,13,English,USA,R,3400000,2010,131,4.6,1.85,974
Roland Emmerich,74.0,129.0,776,256,Caleb Landry Jones,25000,186354,Drama,Jeremy Irvine,Stonewall,1758,26176,Matt Craven,0,30,English,USA,R,13500000,2015,463,4.5,2.35,0
Hunter Richards,34.0,92.0,11,1000,Chris Evans,26000,12667,Drama,Jason Statham,London,19336,39518,Dane Cook,2,90,English,UK,R,14000,2005,11000,6.6,2.35,0
Laurie Collyer,78.0,96.0,38,85,Kate Burton,363,198407,Drama,Brad William Henke,Sherrybaby,10282,774,Michelle Hurst,1,78,English,USA,R,2000000,2006,223,6.6,1.85,474
Ralph Ziman,30.0,119.0,5,12,Kenneth Nkosi,29,4958,Action,Rapulana Seiphemo,Gangster's Paradise: Jerusalema,9689,86,Robert Hobbs,2,23,English,South Africa,R,2000000,2008,18,7.8,2.35,1000
Paul Bunnell,94.0,106.0,5,356,Kevin McCarthy,416,2436,Comedy,Kate Maberly,The Ghastly Love of Johnny X,344,1611,Paul Williams,2,19,English,USA,Not Rated,2000000,2012,403,5.7,2.35,655
Tim Hunter,45.0,99.0,28,223,Daniel Roebuck,18000,4600000,Crime,Keanu Reeves,River's Edge,11763,19649,Ione Skye,2,111,English,USA,R,1900000,1986,1000,7.1,1.85,0
Michael Polish,60.0,103.0,35,482,Anthony Edwards,548,1420578,Drama,Peter Coyote,Northfork,4894,2389,Jon Gries,0,122,English,USA,PG-13,1900000,2003,495,6.4,2.35,298
Rodrigo Cort�s,363.0,95.0,89,263,Samantha Mathis,16000,1028658,Drama,Ryan Reynolds,Buried,118684,17471,Erik Palladino,0,447,English,Spain,R,3000000,2010,517,7.0,2.35,24000
Jamal Hill,10.0,89.0,47,585,Adam Ratcliffe,628,444044,Drama,Logan Browning,Brotherly Love,744,4249,Faizon Love,6,19,English,USA,R,1900000,2015,606,7.2,1.85,1000
Daniel Stamm,311.0,87.0,13,308,Ashley Bell,463,40990055,Drama,Caleb Landry Jones,The Last Exorcism,41509,1958,Patrick Fabian,0,300,English,France,PG-13,1800000,2010,400,5.6,1.85,0
Carlos Carrera,85.0,118.0,12,67,Ana Claudia Talanc�n,201,5709616,Drama,Dami�n Alc�zar,El crimen del padre Amaro,11088,546,Pedro Armend�riz Jr.,0,110,Spanish,Mexico,R,1800000,2002,163,6.8,1.85,544
Benh Zeitlin,663.0,93.0,188,168,Gina Montana,2000,12784397,Drama,Quvenzhan� Wallis,Beasts of the Southern Wild,70336,2658,Dwight Henry,0,269,English,USA,PG-13,1800000,2012,458,7.3,1.85,31000
Maggie Greenwald,39.0,109.0,9,280,David Patrick Kelly,767,3050934,Drama,Aidan Quinn,Songcatcher,2794,2187,Jane Adams,1,78,English,USA,PG-13,1800000,2000,380,7.3,1.85,0
Tom Tykwer,181.0,81.0,670,34,Ludger Pistor,486,7267324,Crime,Moritz Bleibtreu,Run Lola Run,161471,623,Armin Rohde,1,709,German,Germany,R,3500000,1998,37,7.8,1.85,0
Lucky McKee,114.0,93.0,75,446,Will Estes,701,145540,Drama,James Duval,May,26773,2489,Nora Zehetner,1,277,English,USA,R,500000,2002,461,6.7,1.85,0
Todd Field,179.0,138.0,143,784,Sissy Spacek,1000,35918429,Crime,Tom Wilkinson,In the Bedroom,32415,3970,Karen Allen,1,510,English,USA,R,1700000,2001,874,7.5,2.35,951
Steven R. Monroe,225.0,105.0,68,374,Chad Lindberg,635,92401,Horror,Sarah Butler,I Spit on Your Grave,56402,2423,Daniel Franzese,0,209,English,USA,R,2000000,2010,445,6.3,2.35,17000
Mark Illsley,77.0,98.0,3,327,Illeana Douglas,349,1943649,Comedy,Ally Walker,"Happy, Texas",8697,2095,Jeremy Northam,3,122,English,USA,PG-13,1700000,1999,344,6.3,1.85,374
Pawel Pawlikowski,124.0,86.0,84,34,Natalie Press,680,992238,Drama,Paddy Considine,My Summer of Love,16349,763,Dean Andrews,0,103,English,UK,R,1700000,2004,46,6.8,1.85,869
Ritesh Batra,195.0,104.0,25,73,Nimrat Kaur,638,4231500,Drama,Nawazuddin Siddiqui,The Lunchbox,30479,822,Lillete Dubey,2,162,Hindi,India,PG,1000000,2013,85,7.8,2.35,16000
Sally Potter,76.0,100.0,87,420,Joan Allen,887,396035,Drama,Shirley Henderson,Yes,2725,2721,Stephanie Leonidas,0,48,English,UK,R,1000000,2004,805,6.9,1.85,305
Adam Goldberg,22.0,111.0,1000,127,Marisa Coughlan,2000,2580,Drama,Judy Greer,I Love Your Work,1618,2564,Nicky Katt,2,40,English,USA,R,1650000,2003,163,5.4,2.35,63
Adrienne Shelly,173.0,108.0,191,336,Cheryl Hines,597,19067631,Comedy,Lew Temple,Waitress,37714,1981,Eddie Jemison,1,204,English,USA,PG-13,2000000,2007,541,7.1,1.85,0
Newt Arnold,61.0,92.0,15,49,Donald Gibb,633,11806119,Action,Bolo Yeung,Bloodsport,57578,1168,Ken Siu,1,210,English,USA,R,1100000,1988,403,6.8,1.85,0
Noah Baumbach,110.0,88.0,387,18,Elizabeth Meriwether,436,7362100,Comedy,William Baldwin,The Squid and the Whale,60295,479,Owen Kline,0,232,English,USA,R,1500000,2005,25,7.4,1.85,0
Atom Egoyan,53.0,103.0,460,900,Mia Kirshner,981,5132222,Drama,Bruce Greenwood,Exotica,14112,2990,Sarah Polley,1,83,English,Canada,R,2000000,1994,972,7.2,1.85,619
Vincent Gallo,106.0,110.0,787,642,Vincent Gallo,1000,2365931,Comedy,Anjelica Huston,Buffalo '66,36657,4762,Jan-Michael Vincent,2,318,English,USA,R,1500000,1998,787,7.5,1.85,0
Fabi�n Bielinsky,94.0,114.0,44,7,Gast�n Pauls,827,1221261,Crime,Ricardo Dar�n,Nine Queens,38215,856,Leticia Br�dice,0,125,Spanish,Argentina,R,1500000,2000,22,7.9,1.85,0
